VideoFile,Name,Timestamp,Emotion
Rev_2/23-04-2019.mp4,pedro_sanchez,260.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,261.0,neutral
Rev_2/23-04-2019.mp4,pedro_sanchez,262.0,sad
Rev_2/23-04-2019.mp4,pedro_sanchez,263.0,happy
Rev_2/23-04-2019.mp4,pedro_sanchez,264.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,265.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,266.0,sad
Rev_2/23-04-2019.mp4,pedro_sanchez,267.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,268.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,269.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,270.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,271.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,272.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,273.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,274.0,sad
Rev_2/23-04-2019.mp4,pedro_sanchez,275.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,284.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,285.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,286.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,287.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,288.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,289.0,sad
Rev_2/23-04-2019.mp4,pedro_sanchez,290.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,291.0,sad
Rev_2/23-04-2019.mp4,pablo_iglesias,292.0,sad
Rev_2/23-04-2019.mp4,Desconocido,292.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,293.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,293.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,294.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,295.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,296.0,angry
